name,n_dialogues,n_sentences_dialogue,n_words_dialogue,n_words_per_sentence,n_extracts_per_summary_rel,n_words_per_extract_rel,n_extracts_per_summary_fine,n_words_per_extract_fine
train,14729,21,257,12.238095238095237,10,15.8,8,5.375
train,14729,14,110,7.857142857142857,3,7.666666666666667,3,5.0
train,14729,9,30,3.3333333333333335,1,6.0,1,2.0
train,14729,21,119,5.666666666666667,9,7.222222222222222,10,3.5
train,14729,9,101,11.222222222222221,7,12.857142857142858,3,5.666666666666667
train,14729,4,23,5.75,2,7.5,3,3.3333333333333335
train,14729,9,72,8.0,4,7.5,5,3.2
train,14729,12,79,6.583333333333333,3,10.0,4,4.25
train,14729,4,23,5.75,2,10.0,3,3.3333333333333335
train,14729,9,74,8.222222222222221,4,10.0,4,4.75
train,14729,27,193,7.148148148148148,4,10.75,3,4.666666666666667
train,14729,4,40,10.0,3,13.333333333333334,3,3.6666666666666665
train,14729,18,164,9.11111111111111,6,12.666666666666666,7,3.857142857142857
train,14729,14,85,6.071428571428571,3,8.0,3,5.333333333333333
train,14729,15,85,5.666666666666667,2,11.5,3,6.0
train,14729,21,102,4.857142857142857,1,11.0,1,8.0
train,14729,21,201,9.571428571428571,11,13.090909090909092,9,3.111111111111111
train,14729,17,126,7.411764705882353,4,8.25,4,2.5
train,14729,23,301,13.08695652173913,16,16.1875,11,7.909090909090909
train,14729,19,124,6.526315789473684,8,9.25,9,4.444444444444445
train,14729,9,54,6.0,4,9.5,5,5.4
train,14729,15,122,8.133333333333333,3,15.0,1,12.0
train,14729,9,40,4.444444444444445,3,7.0,3,3.6666666666666665
train,14729,12,88,7.333333333333333,8,7.75,9,3.888888888888889
train,14729,6,44,7.333333333333333,5,8.8,6,3.6666666666666665
train,14729,9,42,4.666666666666667,1,9.0,1,5.0
train,14729,22,204,9.272727272727273,7,15.285714285714286,6,6.0
train,14729,12,123,10.25,6,12.0,4,5.25
train,14729,7,41,5.857142857142857,3,9.0,3,5.333333333333333
train,14729,13,102,7.846153846153846,5,11.8,5,4.6
train,14729,5,32,6.4,4,8.0,0,0.0
train,14729,15,106,7.066666666666666,6,11.0,4,6.75
train,14729,12,73,6.083333333333333,4,7.25,4,4.0
train,14729,19,152,8.0,9,10.88888888888889,10,6.1
train,14729,17,218,12.823529411764707,8,16.0,5,4.8
train,14729,10,104,10.4,3,16.333333333333332,1,3.0
train,14729,7,60,8.571428571428571,4,7.75,2,7.0
train,14729,4,22,5.5,1,11.0,3,3.3333333333333335
train,14729,5,23,4.6,1,11.0,1,9.0
train,14729,7,57,8.142857142857142,1,15.0,3,3.6666666666666665
train,14729,9,40,4.444444444444445,6,5.5,6,2.5
train,14729,4,34,8.5,2,10.5,3,4.333333333333333
train,14729,24,157,6.541666666666667,8,7.375,9,3.111111111111111
train,14729,12,169,14.083333333333334,8,18.375,7,9.0
train,14729,7,46,6.571428571428571,3,8.0,3,4.333333333333333
train,14729,23,203,8.826086956521738,10,13.2,5,8.0
train,14729,6,51,8.5,3,13.333333333333334,4,5.5
train,14729,13,141,10.846153846153847,5,12.6,4,3.5
train,14729,10,89,8.9,6,11.0,4,6.75
train,14729,11,118,10.727272727272727,5,17.0,4,7.75
train,14729,8,52,6.5,2,15.0,1,14.0
train,14729,24,146,6.083333333333333,7,9.0,7,3.7142857142857144
train,14729,21,196,9.333333333333334,6,16.166666666666668,7,7.142857142857143
train,14729,4,17,4.25,1,10.0,1,6.0
train,14729,22,127,5.7727272727272725,6,7.5,5,4.0
train,14729,19,181,9.526315789473685,6,11.833333333333334,6,6.833333333333333
train,14729,19,155,8.157894736842104,7,8.714285714285714,7,6.0
train,14729,9,77,8.555555555555555,1,11.0,1,7.0
train,14729,5,55,11.0,4,13.75,3,7.0
train,14729,17,126,7.411764705882353,5,9.0,5,5.6
train,14729,17,182,10.705882352941176,7,12.571428571428571,7,6.0
train,14729,8,46,5.75,3,7.666666666666667,4,2.5
train,14729,19,143,7.526315789473684,8,12.25,10,5.2
train,14729,5,27,5.4,1,7.0,1,3.0
train,14729,9,59,6.555555555555555,2,9.0,2,5.5
train,14729,19,155,8.157894736842104,4,9.75,4,4.75
train,14729,6,85,14.166666666666666,4,18.75,4,8.75
train,14729,9,45,5.0,4,6.75,5,3.0
train,14729,23,166,7.217391304347826,15,8.933333333333334,16,4.1875
train,14729,18,279,15.5,11,20.818181818181817,12,6.916666666666667
train,14729,15,107,7.133333333333334,2,11.0,2,8.5
train,14729,7,50,7.142857142857143,3,12.0,4,6.5
train,14729,9,146,16.22222222222222,4,28.0,4,16.0
train,14729,7,29,4.142857142857143,3,5.333333333333333,3,1.0
train,14729,4,26,6.5,2,8.0,2,4.0
train,14729,24,236,9.833333333333334,9,15.333333333333334,9,5.222222222222222
train,14729,8,50,6.25,4,6.75,4,4.5
train,14729,4,29,7.25,3,9.666666666666666,3,3.6666666666666665
train,14729,6,46,7.666666666666667,3,7.0,2,4.0
train,14729,5,36,7.2,2,6.5,2,3.0
train,14729,6,35,5.833333333333333,1,10.0,1,6.0
train,14729,14,131,9.357142857142858,7,10.857142857142858,8,5.375
train,14729,7,50,7.142857142857143,3,12.333333333333334,3,7.0
train,14729,19,235,12.368421052631579,10,15.1,10,8.6
train,14729,31,490,15.806451612903226,18,22.5,19,9.842105263157896
train,14729,15,112,7.466666666666667,5,12.0,5,8.0
train,14729,19,168,8.842105263157896,4,13.75,5,6.0
train,14729,19,187,9.842105263157896,7,14.428571428571429,5,7.8
train,14729,9,46,5.111111111111111,3,9.0,3,5.666666666666667
train,14729,5,21,4.2,1,10.0,1,5.0
train,14729,18,195,10.833333333333334,14,12.785714285714286,14,6.785714285714286
train,14729,9,126,14.0,5,21.4,6,4.166666666666667
train,14729,20,147,7.35,4,9.0,4,5.25
train,14729,10,67,6.7,6,8.666666666666666,6,5.0
train,14729,8,45,5.625,2,8.5,2,4.0
train,14729,19,218,11.473684210526315,12,14.416666666666666,11,7.454545454545454
train,14729,9,82,9.11111111111111,4,14.0,2,9.0
train,14729,7,43,6.142857142857143,3,9.0,3,4.333333333333333
train,14729,5,30,6.0,1,11.0,1,8.0
train,14729,21,193,9.19047619047619,13,10.307692307692308,9,6.888888888888889
train,14729,10,74,7.4,3,12.333333333333334,4,6.0
train,14729,23,209,9.08695652173913,13,11.384615384615385,11,6.181818181818182
train,14729,11,83,7.545454545454546,4,9.0,4,4.5
train,14729,4,22,5.5,2,9.0,2,5.5
train,14729,8,46,5.75,4,8.25,4,5.5
train,14729,30,267,8.9,10,13.7,8,8.25
train,14729,24,362,15.083333333333334,3,35.0,4,5.75
train,14729,19,225,11.842105263157896,5,21.2,5,9.2
train,14729,17,143,8.411764705882353,7,12.285714285714286,8,3.25
train,14729,12,69,5.75,5,7.8,6,2.8333333333333335
train,14729,16,147,9.1875,10,10.7,9,5.777777777777778
train,14729,15,107,7.133333333333334,4,8.75,4,2.5
train,14729,10,88,8.8,4,11.75,3,6.333333333333333
train,14729,5,24,4.8,3,7.0,4,3.0
train,14729,10,100,10.0,6,13.166666666666666,6,8.166666666666666
train,14729,6,37,6.166666666666667,2,7.5,2,4.5
train,14729,11,119,10.818181818181818,5,14.4,4,9.5
train,14729,18,121,6.722222222222222,9,8.555555555555555,10,4.8
train,14729,6,42,7.0,2,9.5,3,3.3333333333333335
train,14729,12,116,9.666666666666666,5,15.8,4,5.75
train,14729,5,28,5.6,2,7.0,1,4.0
train,14729,26,170,6.538461538461538,2,7.5,2,5.0
train,14729,15,178,11.866666666666667,8,17.0,8,5.75
train,14729,14,93,6.642857142857143,6,11.0,6,7.166666666666667
train,14729,5,22,4.4,2,5.0,2,2.0
train,14729,20,162,8.1,8,11.875,5,6.4
train,14729,8,59,7.375,5,8.4,6,4.333333333333333
train,14729,14,69,4.928571428571429,3,5.666666666666667,4,2.0
train,14729,15,68,4.533333333333333,2,3.5,2,1.0
train,14729,13,127,9.76923076923077,7,13.571428571428571,8,6.125
train,14729,5,35,7.0,1,13.0,1,4.0
train,14729,20,162,8.1,14,9.071428571428571,16,3.6875
train,14729,16,171,10.6875,8,14.25,8,8.5
train,14729,29,294,10.137931034482758,17,12.529411764705882,18,4.277777777777778
train,14729,7,38,5.428571428571429,1,12.0,1,5.0
train,14729,15,233,15.533333333333333,10,20.1,9,8.0
train,14729,4,51,12.75,2,15.5,3,4.0
train,14729,23,220,9.565217391304348,10,13.7,10,6.9
train,14729,15,110,7.333333333333333,6,8.166666666666666,6,5.5
train,14729,9,57,6.333333333333333,4,9.25,3,3.3333333333333335
train,14729,8,52,6.5,5,7.8,5,3.8
train,14729,19,189,9.947368421052632,14,11.642857142857142,13,6.0
train,14729,7,48,6.857142857142857,4,9.5,5,3.2
train,14729,23,146,6.3478260869565215,3,9.666666666666666,3,5.666666666666667
train,14729,6,47,7.833333333333333,1,9.0,1,6.0
train,14729,29,213,7.344827586206897,11,10.181818181818182,11,4.545454545454546
train,14729,7,47,6.714285714285714,2,12.5,2,5.0
train,14729,13,98,7.538461538461538,3,16.666666666666668,3,9.333333333333334
train,14729,9,35,3.888888888888889,2,5.0,1,4.0
train,14729,11,106,9.636363636363637,4,17.0,4,8.0
train,14729,6,27,4.5,2,8.5,2,4.5
train,14729,16,144,9.0,6,11.833333333333334,5,3.8
train,14729,16,111,6.9375,7,9.285714285714286,8,4.0
train,14729,11,82,7.454545454545454,3,13.666666666666666,2,6.5
train,14729,7,58,8.285714285714286,5,11.0,4,5.0
train,14729,20,363,18.15,6,27.666666666666668,4,10.0
train,14729,5,30,6.0,1,7.0,1,3.0
train,14729,6,23,3.8333333333333335,1,8.0,1,6.0
train,14729,4,28,7.0,2,10.5,2,4.5
train,14729,10,86,8.6,4,9.75,4,5.25
train,14729,7,38,5.428571428571429,5,7.0,6,2.6666666666666665
train,14729,5,25,5.0,2,9.0,2,5.0
train,14729,22,191,8.681818181818182,8,13.0,8,8.5
train,14729,23,146,6.3478260869565215,12,8.416666666666666,12,3.5833333333333335
train,14729,9,61,6.777777777777778,1,12.0,2,5.0
train,14729,7,46,6.571428571428571,4,9.5,5,4.2
train,14729,6,56,9.333333333333334,3,11.333333333333334,3,6.666666666666667
train,14729,7,85,12.142857142857142,5,15.2,7,7.0
train,14729,6,48,8.0,2,9.0,2,3.5
train,14729,14,69,4.928571428571429,4,6.25,8,1.375
train,14729,27,267,9.88888888888889,14,13.785714285714286,15,6.2
train,14729,8,39,4.875,3,6.0,3,2.3333333333333335
train,14729,27,240,8.88888888888889,15,12.2,17,3.8823529411764706
train,14729,6,39,6.5,3,10.333333333333334,3,7.0
train,14729,16,118,7.375,10,8.8,10,4.2
train,14729,9,88,9.777777777777779,7,11.142857142857142,8,4.75
train,14729,12,94,7.833333333333333,5,12.2,4,9.75
train,14729,18,270,15.0,11,17.636363636363637,10,7.9
train,14729,7,55,7.857142857142857,2,10.0,2,4.5
train,14729,14,137,9.785714285714286,5,15.0,7,4.571428571428571
train,14729,6,27,4.5,2,7.0,2,4.0
train,14729,17,81,4.764705882352941,4,6.5,4,3.5
train,14729,9,39,4.333333333333333,6,5.5,7,2.2857142857142856
train,14729,10,64,6.4,2,8.5,2,5.5
train,14729,28,329,11.75,19,14.0,20,7.05
train,14729,19,167,8.789473684210526,6,12.166666666666666,5,5.2
train,14729,6,28,4.666666666666667,1,11.0,1,7.0
train,14729,4,15,3.75,2,6.0,2,1.5
train,14729,18,84,4.666666666666667,3,6.0,3,3.6666666666666665
train,14729,21,116,5.523809523809524,8,7.0,9,4.222222222222222
train,14729,22,559,25.40909090909091,17,30.235294117647058,23,7.086956521739131
train,14729,5,18,3.6,1,8.0,1,3.0
train,14729,16,221,13.8125,10,16.4,8,7.125
train,14729,4,28,7.0,2,12.0,2,9.0
train,14729,21,189,9.0,10,11.2,11,5.818181818181818
train,14729,7,32,4.571428571428571,2,5.0,2,3.0
train,14729,8,52,6.5,3,10.0,3,6.0
train,14729,7,54,7.714285714285714,5,9.2,5,4.6
train,14729,26,216,8.307692307692308,7,12.142857142857142,6,6.333333333333333
train,14729,19,123,6.473684210526316,6,9.166666666666666,6,4.0
train,14729,14,147,10.5,6,15.333333333333334,6,6.5
train,14729,5,25,5.0,3,6.666666666666667,2,4.0
train,14729,9,62,6.888888888888889,4,8.75,7,3.7142857142857144
train,14729,10,90,9.0,5,13.6,5,6.2
train,14729,13,104,8.0,7,9.428571428571429,6,4.0
train,14729,7,43,6.142857142857143,3,9.0,3,5.333333333333333
train,14729,11,115,10.454545454545455,4,12.75,4,5.25
train,14729,5,28,5.6,1,14.0,1,9.0
train,14729,6,54,9.0,1,15.0,4,1.5
train,14729,8,55,6.875,7,7.857142857142857,7,2.4285714285714284
train,14729,9,42,4.666666666666667,5,5.0,5,2.0
train,14729,8,75,9.375,6,11.5,7,5.714285714285714
train,14729,13,122,9.384615384615385,6,11.166666666666666,4,5.5
train,14729,5,23,4.6,1,3.0,1,1.0
train,14729,10,74,7.4,3,12.666666666666666,3,6.666666666666667
train,14729,16,162,10.125,5,12.0,4,8.25
train,14729,24,198,8.25,10,10.8,11,5.2727272727272725
train,14729,12,83,6.916666666666667,6,7.5,5,3.6
train,14729,5,19,3.8,4,4.75,0,0.0
train,14729,10,68,6.8,5,10.0,6,4.833333333333333
train,14729,10,56,5.6,3,7.333333333333333,3,3.3333333333333335
train,14729,7,43,6.142857142857143,1,8.0,1,4.0
train,14729,22,282,12.818181818181818,11,17.09090909090909,9,7.333333333333333
train,14729,10,107,10.7,7,13.714285714285714,7,6.428571428571429
train,14729,11,81,7.363636363636363,7,9.714285714285714,6,4.666666666666667
train,14729,11,97,8.818181818181818,5,10.6,4,4.5
train,14729,7,32,4.571428571428571,2,6.0,2,3.0
train,14729,6,44,7.333333333333333,2,11.5,1,3.0
train,14729,5,30,6.0,2,7.0,2,3.5
train,14729,17,197,11.588235294117647,10,13.2,13,5.153846153846154
train,14729,6,52,8.666666666666666,3,14.0,4,3.75
train,14729,13,89,6.846153846153846,9,8.11111111111111,11,4.181818181818182
train,14729,9,70,7.777777777777778,5,8.8,5,6.2
train,14729,15,200,13.333333333333334,8,19.25,5,6.6
train,14729,24,184,7.666666666666667,11,9.454545454545455,10,5.6
train,14729,10,91,9.1,5,11.8,4,6.75
train,14729,23,156,6.782608695652174,9,8.666666666666666,9,3.6666666666666665
train,14729,10,68,6.8,4,8.75,4,4.5
train,14729,5,22,4.4,3,6.333333333333333,3,3.3333333333333335
train,14729,10,133,13.3,5,21.8,6,8.833333333333334
train,14729,14,316,22.571428571428573,11,23.636363636363637,6,9.5
train,14729,15,107,7.133333333333334,11,7.818181818181818,8,4.25
train,14729,10,46,4.6,2,7.0,3,3.0
train,14729,11,89,8.090909090909092,6,10.666666666666666,5,5.6
train,14729,5,36,7.2,2,11.0,2,6.0
train,14729,26,161,6.1923076923076925,10,7.6,10,3.7
train,14729,9,64,7.111111111111111,2,8.5,2,4.5
train,14729,7,52,7.428571428571429,5,9.6,5,2.0
train,14729,8,57,7.125,7,8.142857142857142,0,0.0
train,14729,18,149,8.277777777777779,8,11.875,10,5.4
train,14729,11,90,8.181818181818182,6,11.0,9,3.888888888888889
train,14729,6,44,7.333333333333333,3,8.0,3,5.0
train,14729,4,15,3.75,1,7.0,1,4.0
train,14729,4,19,4.75,2,8.0,3,2.3333333333333335
train,14729,7,62,8.857142857142858,2,16.0,2,8.5
train,14729,17,164,9.647058823529411,13,10.461538461538462,14,5.857142857142857
train,14729,6,43,7.166666666666667,1,5.0,1,2.0
train,14729,13,122,9.384615384615385,10,11.4,8,6.5
train,14729,5,32,6.4,3,8.0,3,5.333333333333333
train,14729,25,258,10.32,16,13.25,14,5.357142857142857
train,14729,9,113,12.555555555555555,6,17.166666666666668,7,9.142857142857142
train,14729,18,215,11.944444444444445,10,14.6,8,8.375
train,14729,21,248,11.80952380952381,12,15.166666666666666,14,5.428571428571429
train,14729,19,285,15.0,11,19.09090909090909,12,7.25
train,14729,22,207,9.409090909090908,11,13.818181818181818,9,8.222222222222221
train,14729,14,107,7.642857142857143,6,11.333333333333334,6,5.0
train,14729,13,117,9.0,1,10.0,1,8.0
train,14729,5,28,5.6,1,18.0,1,14.0
train,14729,11,90,8.181818181818182,7,10.142857142857142,7,5.714285714285714
train,14729,7,51,7.285714285714286,5,9.0,4,3.5
train,14729,5,28,5.6,1,7.0,1,4.0
train,14729,8,122,15.25,6,18.333333333333332,5,3.0
train,14729,16,102,6.375,5,8.4,6,3.8333333333333335
train,14729,15,177,11.8,9,15.88888888888889,10,6.3
train,14729,9,63,7.0,4,9.5,4,4.75
train,14729,6,68,11.333333333333334,3,20.666666666666668,5,6.8
train,14729,8,97,12.125,2,10.5,2,5.0
train,14729,18,209,11.61111111111111,8,16.0,7,8.714285714285714
train,14729,5,20,4.0,2,6.5,2,4.0
train,14729,14,130,9.285714285714286,5,14.2,7,6.571428571428571
train,14729,16,125,7.8125,5,11.4,6,5.666666666666667
train,14729,12,128,10.666666666666666,7,15.428571428571429,7,6.714285714285714
train,14729,9,51,5.666666666666667,3,11.0,3,4.0
train,14729,13,128,9.846153846153847,5,17.2,5,9.6
train,14729,5,25,5.0,1,7.0,1,4.0
train,14729,5,25,5.0,3,6.0,3,2.3333333333333335
train,14729,17,134,7.882352941176471,10,8.2,8,4.625
train,14729,18,146,8.11111111111111,4,14.0,4,9.25
train,14729,7,46,6.571428571428571,4,9.75,4,4.25
train,14729,8,85,10.625,4,15.0,3,8.0
train,14729,26,553,21.26923076923077,20,25.2,25,7.08
train,14729,25,255,10.2,16,11.1875,14,4.285714285714286
train,14729,16,107,6.6875,6,7.333333333333333,5,2.8
train,14729,17,215,12.647058823529411,9,16.666666666666668,9,4.444444444444445
train,14729,25,242,9.68,15,11.733333333333333,15,7.133333333333334
train,14729,14,111,7.928571428571429,9,9.777777777777779,9,5.111111111111111
train,14729,7,85,12.142857142857142,5,11.8,5,5.2
train,14729,24,221,9.208333333333334,16,11.25,13,4.230769230769231
train,14729,7,73,10.428571428571429,5,13.6,6,5.166666666666667
train,14729,6,25,4.166666666666667,2,6.0,2,3.0
train,14729,8,41,5.125,3,9.666666666666666,4,4.5
train,14729,5,21,4.2,1,9.0,1,6.0
train,14729,13,138,10.615384615384615,4,10.75,5,5.0
train,14729,8,41,5.125,2,6.0,2,3.0
train,14729,29,318,10.96551724137931,7,12.285714285714286,6,5.333333333333333
train,14729,17,139,8.176470588235293,7,11.0,7,6.0
train,14729,5,20,4.0,1,6.0,1,4.0
train,14729,12,61,5.083333333333333,2,11.0,3,3.6666666666666665
train,14729,15,107,7.133333333333334,9,8.777777777777779,9,3.7777777777777777
train,14729,9,48,5.333333333333333,2,8.0,3,3.3333333333333335
train,14729,14,95,6.785714285714286,8,8.875,9,5.0
train,14729,6,31,5.166666666666667,3,4.666666666666667,3,1.6666666666666667
train,14729,19,239,12.578947368421053,9,16.11111111111111,8,7.625
train,14729,4,38,9.5,2,14.0,2,4.5
train,14729,14,95,6.785714285714286,6,10.166666666666666,4,6.75
train,14729,7,33,4.714285714285714,2,7.5,3,3.3333333333333335
train,14729,21,153,7.285714285714286,3,7.0,3,4.0
train,14729,7,39,5.571428571428571,6,6.5,0,0.0
train,14729,6,57,9.5,2,17.0,3,8.0
train,14729,6,40,6.666666666666667,2,12.5,2,6.0
train,14729,5,31,6.2,2,10.0,2,4.5
train,14729,23,196,8.521739130434783,11,13.090909090909092,8,6.875
train,14729,19,158,8.31578947368421,8,11.25,7,6.0
train,14729,22,189,8.590909090909092,12,9.166666666666666,7,3.142857142857143
train,14729,23,271,11.782608695652174,9,17.666666666666668,11,9.545454545454545
train,14729,14,126,9.0,7,12.428571428571429,9,4.888888888888889
train,14729,9,74,8.222222222222221,3,9.333333333333334,4,4.0
train,14729,5,94,18.8,4,23.5,3,2.3333333333333335
train,14729,10,64,6.4,3,10.0,4,3.75
train,14729,9,48,5.333333333333333,2,6.0,2,2.5
train,14729,25,262,10.48,17,12.882352941176471,11,3.0
train,14729,15,139,9.266666666666667,2,9.5,2,3.0
train,14729,7,95,13.571428571428571,6,15.833333333333334,10,6.5
train,14729,5,24,4.8,2,7.5,2,2.5
train,14729,4,13,3.25,2,5.0,2,1.0
train,14729,24,349,14.541666666666666,14,19.285714285714285,12,10.0
train,14729,12,239,19.916666666666668,9,24.555555555555557,16,4.875
train,14729,5,32,6.4,4,8.0,1,6.0
train,14729,20,121,6.05,8,7.75,6,4.166666666666667
train,14729,4,17,4.25,1,5.0,2,1.5
train,14729,5,38,7.6,4,9.5,0,0.0
train,14729,16,128,8.0,4,14.25,3,3.0
train,14729,8,38,4.75,3,5.666666666666667,3,3.0
train,14729,5,19,3.8,2,6.5,2,3.0
train,14729,11,78,7.090909090909091,3,13.0,5,5.8
train,14729,13,152,11.692307692307692,7,13.571428571428571,7,6.285714285714286
train,14729,9,60,6.666666666666667,2,9.0,1,2.0
train,14729,10,70,7.0,4,9.75,5,4.0
train,14729,11,64,5.818181818181818,2,8.5,3,3.6666666666666665
train,14729,5,34,6.8,2,9.5,3,3.0
train,14729,6,32,5.333333333333333,2,10.0,2,4.0
train,14729,10,70,7.0,8,8.375,6,4.666666666666667
train,14729,7,50,7.142857142857143,1,8.0,2,2.5
train,14729,7,45,6.428571428571429,2,9.0,2,5.0
train,14729,16,106,6.625,4,7.25,4,4.0
train,14729,18,175,9.722222222222221,7,14.714285714285714,7,7.285714285714286
train,14729,12,72,6.0,7,7.142857142857143,7,3.857142857142857
train,14729,6,28,4.666666666666667,1,6.0,1,3.0
train,14729,8,36,4.5,2,6.0,2,2.5
train,14729,16,167,10.4375,8,12.375,10,6.0
train,14729,16,133,8.3125,8,12.0,6,3.5
train,14729,12,149,12.416666666666666,6,16.833333333333332,8,5.375
train,14729,27,269,9.962962962962964,14,12.785714285714286,19,4.842105263157895
train,14729,14,112,8.0,8,9.375,6,4.333333333333333
train,14729,25,173,6.92,11,8.545454545454545,12,4.25
train,14729,4,13,3.25,1,5.0,1,1.0
train,14729,11,123,11.181818181818182,8,12.875,8,5.625
train,14729,16,128,8.0,4,11.0,4,6.5
train,14729,6,152,25.333333333333332,5,30.4,11,8.545454545454545
train,14729,9,39,4.333333333333333,1,6.0,2,2.0
train,14729,4,13,3.25,3,4.333333333333333,0,0.0
train,14729,5,39,7.8,2,12.0,2,4.0
train,14729,22,115,5.2272727272727275,6,7.166666666666667,6,4.0
train,14729,17,107,6.294117647058823,8,7.375,9,3.2222222222222223
train,14729,8,46,5.75,3,7.0,2,4.0
train,14729,9,69,7.666666666666667,2,11.0,2,4.0
train,14729,4,25,6.25,1,8.0,1,4.0
train,14729,25,204,8.16,15,10.266666666666667,16,5.625
train,14729,25,133,5.32,11,6.454545454545454,9,2.888888888888889
train,14729,31,371,11.96774193548387,18,17.0,13,6.3076923076923075
train,14729,7,80,11.428571428571429,6,13.333333333333334,7,7.571428571428571
train,14729,18,149,8.277777777777779,3,10.666666666666666,2,7.0
train,14729,6,80,13.333333333333334,3,21.0,4,5.5
train,14729,16,121,7.5625,10,8.7,10,4.3
train,14729,14,129,9.214285714285714,8,12.125,9,5.0
train,14729,4,27,6.75,3,9.0,4,2.75
train,14729,13,75,5.769230769230769,2,10.5,2,5.5
train,14729,9,64,7.111111111111111,4,10.75,5,5.2
train,14729,5,33,6.6,3,8.333333333333334,7,2.142857142857143
train,14729,15,92,6.133333333333334,5,7.8,6,3.8333333333333335
train,14729,5,30,6.0,3,8.666666666666666,3,4.0
train,14729,9,83,9.222222222222221,4,12.25,6,6.166666666666667
train,14729,7,51,7.285714285714286,3,11.0,0,0.0
train,14729,8,48,6.0,2,8.5,2,4.0
train,14729,7,77,11.0,1,17.0,2,4.5
train,14729,22,147,6.681818181818182,9,9.88888888888889,6,5.0
train,14729,10,37,3.7,2,4.5,2,2.0
train,14729,13,80,6.153846153846154,2,7.0,2,2.0
train,14729,8,36,4.5,3,5.666666666666667,4,1.75
train,14729,13,93,7.153846153846154,5,9.2,6,4.833333333333333
train,14729,20,166,8.3,11,10.909090909090908,14,3.5
train,14729,13,123,9.461538461538462,5,12.6,5,7.4
train,14729,11,80,7.2727272727272725,2,11.5,2,4.5
train,14729,6,51,8.5,2,8.5,3,3.6666666666666665
train,14729,8,49,6.125,2,7.5,2,3.5
train,14729,20,167,8.35,10,10.4,10,3.5
train,14729,8,37,4.625,2,5.0,2,2.0
train,14729,13,113,8.692307692307692,9,8.88888888888889,9,3.111111111111111
train,14729,13,106,8.153846153846153,6,8.666666666666666,8,3.625
train,14729,24,302,12.583333333333334,10,15.4,8,10.25
train,14729,5,28,5.6,3,7.333333333333333,2,3.5
train,14729,9,53,5.888888888888889,1,10.0,1,7.0
train,14729,15,171,11.4,9,16.0,7,6.285714285714286
train,14729,12,97,8.083333333333334,2,11.0,2,3.5
train,14729,9,60,6.666666666666667,3,11.0,4,5.0
train,14729,9,101,11.222222222222221,2,14.5,2,7.5
train,14729,25,357,14.28,18,15.88888888888889,16,6.75
train,14729,10,46,4.6,2,7.0,2,3.0
train,14729,11,110,10.0,10,11.0,0,0.0
train,14729,12,58,4.833333333333333,2,7.0,2,3.5
train,14729,4,18,4.5,1,9.0,1,4.0
train,14729,5,31,6.2,4,7.75,4,3.5
train,14729,16,240,15.0,8,21.875,6,8.666666666666666
train,14729,17,168,9.882352941176471,11,13.090909090909092,13,5.153846153846154
train,14729,10,74,7.4,4,8.5,4,4.0
train,14729,9,80,8.88888888888889,4,12.75,4,4.25
train,14729,21,229,10.904761904761905,8,17.375,9,9.88888888888889
train,14729,15,207,13.8,10,18.2,13,7.923076923076923
train,14729,18,180,10.0,11,12.727272727272727,16,3.4375
train,14729,28,255,9.107142857142858,12,12.416666666666666,11,6.7272727272727275
train,14729,11,41,3.727272727272727,1,9.0,1,6.0
train,14729,13,117,9.0,7,12.571428571428571,8,6.5
train,14729,8,94,11.75,5,15.2,7,4.571428571428571
train,14729,4,20,5.0,2,8.0,2,4.5
train,14729,21,137,6.523809523809524,7,8.142857142857142,5,2.2
train,14729,28,254,9.071428571428571,9,11.88888888888889,9,7.222222222222222
train,14729,17,90,5.294117647058823,1,12.0,1,8.0
train,14729,20,127,6.35,10,7.6,9,3.6666666666666665
train,14729,26,161,6.1923076923076925,2,7.5,2,3.5
train,14729,21,249,11.857142857142858,12,15.166666666666666,11,8.090909090909092
train,14729,20,183,9.15,6,14.5,5,5.6
train,14729,9,75,8.333333333333334,6,9.833333333333334,9,3.5555555555555554
train,14729,5,38,7.6,3,11.666666666666666,4,4.5
train,14729,15,145,9.666666666666666,11,11.636363636363637,10,4.5
train,14729,11,72,6.545454545454546,6,8.666666666666666,5,4.4
train,14729,28,352,12.571428571428571,5,12.4,5,8.0
train,14729,19,150,7.894736842105263,5,9.6,5,4.4
train,14729,23,186,8.08695652173913,7,13.285714285714286,6,8.0
train,14729,16,105,6.5625,11,7.909090909090909,11,4.2727272727272725
train,14729,15,236,15.733333333333333,13,17.692307692307693,13,6.538461538461538
train,14729,6,29,4.833333333333333,1,12.0,1,7.0
train,14729,11,97,8.818181818181818,4,8.75,3,6.333333333333333
train,14729,26,197,7.576923076923077,12,9.666666666666666,12,3.8333333333333335
train,14729,18,124,6.888888888888889,5,10.8,5,6.2
train,14729,13,154,11.846153846153847,6,16.5,6,12.0
train,14729,6,39,6.5,2,9.0,4,3.0
train,14729,6,30,5.0,5,6.0,5,2.8
train,14729,7,61,8.714285714285714,3,13.333333333333334,4,5.75
train,14729,15,122,8.133333333333333,3,12.666666666666666,3,3.6666666666666665
train,14729,26,259,9.961538461538462,12,14.833333333333334,11,7.090909090909091
train,14729,21,136,6.476190476190476,10,8.4,10,3.7
train,14729,5,25,5.0,3,5.333333333333333,3,2.6666666666666665
train,14729,9,63,7.0,5,9.0,5,5.4
train,14729,9,46,5.111111111111111,3,7.666666666666667,2,4.0
