name,n_dialogues,n_sentences_dialogue,n_tokens_dialogue,n_tokens_per_sentence,n_extracts_per_summary_rel,n_tokens_per_extract_rel,n_extracts_per_summary_fine,n_tokens_per_extract_fine
train,14729,1,22,22.0,1,7.0,1,3.0
train,14729,9,89,9.88888888888889,4,14.5,5,4.6
train,14729,4,29,7.25,3,10.0,4,2.75
train,14729,4,24,6.0,1,10.0,1,5.0
train,14729,9,80,8.88888888888889,9,9.0,0,0.0
train,14729,9,169,18.77777777777778,7,20.857142857142858,8,9.875
train,14729,7,190,27.142857142857142,2,9.0,2,2.5
train,14729,6,127,21.166666666666668,6,15.5,6,6.0
train,14729,4,96,24.0,6,13.833333333333334,7,7.0
train,14729,28,237,8.464285714285714,10,17.5,10,5.4
train,14729,11,216,19.636363636363637,14,15.071428571428571,16,4.75
train,14729,4,94,23.5,4,13.0,5,5.0
train,14729,9,85,9.444444444444445,4,14.25,5,6.4
train,14729,7,56,8.0,2,14.0,3,4.333333333333333
train,14729,3,23,7.666666666666667,1,11.0,2,2.5
train,14729,6,36,6.0,2,7.0,3,2.0
train,14729,5,40,8.0,2,12.0,2,3.0
train,14729,9,111,12.333333333333334,5,9.6,5,4.6
train,14729,15,134,8.933333333333334,6,15.0,3,3.6666666666666665
train,14729,5,93,18.6,7,9.285714285714286,8,3.5
train,14729,8,65,8.125,4,9.0,5,3.4
train,14729,16,111,6.9375,6,14.0,5,6.6
train,14729,15,143,9.533333333333333,7,20.428571428571427,5,5.2
train,14729,1,24,24.0,2,6.0,2,1.5
train,14729,29,247,8.517241379310345,10,19.0,3,5.0
train,14729,1,27,27.0,1,11.0,1,6.0
train,14729,17,172,10.117647058823529,8,15.875,7,6.857142857142857
train,14729,10,77,7.7,3,14.666666666666666,3,5.0
train,14729,22,170,7.7272727272727275,11,13.272727272727273,11,6.090909090909091
train,14729,6,39,6.5,3,10.666666666666666,3,1.6666666666666667
train,14729,24,251,10.458333333333334,11,16.545454545454547,12,5.666666666666667
train,14729,21,189,9.0,5,28.4,8,5.75
train,14729,12,155,12.916666666666666,9,9.88888888888889,9,5.222222222222222
train,14729,9,71,7.888888888888889,2,10.5,2,4.5
train,14729,40,355,8.875,11,25.272727272727273,12,5.583333333333333
train,14729,14,139,9.928571428571429,7,18.142857142857142,9,7.111111111111111
train,14729,8,116,14.5,9,8.555555555555555,8,2.0
train,14729,3,49,16.333333333333332,1,34.0,2,1.0
train,14729,2,22,11.0,1,6.0,1,1.0
train,14729,48,305,6.354166666666667,6,15.5,5,6.8
train,14729,17,101,5.9411764705882355,6,11.0,9,2.5555555555555554
train,14729,10,99,9.9,5,15.2,6,7.166666666666667
train,14729,11,108,9.818181818181818,1,10.0,2,3.0
train,14729,5,45,9.0,2,13.5,3,5.333333333333333
train,14729,4,28,7.0,1,10.0,1,5.0
train,14729,5,125,25.0,5,12.6,4,7.5
train,14729,20,197,9.85,13,14.846153846153847,11,7.363636363636363
train,14729,10,161,16.1,4,10.0,6,1.8333333333333333
train,14729,1,37,37.0,2,10.0,2,3.5
train,14729,9,79,8.777777777777779,5,9.6,5,3.6
train,14729,2,16,8.0,1,6.0,2,1.0
train,14729,4,37,9.25,3,10.333333333333334,2,6.5
train,14729,2,46,23.0,1,14.0,2,2.0
train,14729,6,193,32.166666666666664,10,10.6,6,5.833333333333333
train,14729,6,39,6.5,3,9.666666666666666,3,4.0
train,14729,31,306,9.870967741935484,13,18.615384615384617,13,7.538461538461538
train,14729,5,50,10.0,3,13.666666666666666,3,6.666666666666667
train,14729,3,43,14.333333333333334,1,7.0,2,1.0
train,14729,6,78,13.0,4,13.75,4,3.5
train,14729,6,111,18.5,2,10.0,2,4.5
train,14729,31,369,11.903225806451612,14,20.428571428571427,12,11.5
train,14729,17,156,9.176470588235293,8,16.625,8,7.5
train,14729,8,95,11.875,2,9.5,2,5.0
train,14729,3,39,13.0,2,12.5,3,5.333333333333333
train,14729,37,296,8.0,9,11.666666666666666,7,3.857142857142857
train,14729,6,76,12.666666666666666,4,16.75,4,6.5
train,14729,13,126,9.692307692307692,6,17.0,11,4.545454545454546
train,14729,16,183,11.4375,6,30.5,12,7.5
train,14729,41,316,7.7073170731707314,7,17.142857142857142,9,4.333333333333333
train,14729,6,59,9.833333333333334,3,12.333333333333334,3,4.333333333333333
train,14729,2,197,98.5,4,13.25,5,4.0
train,14729,3,24,8.0,1,9.0,1,5.0
train,14729,7,127,18.142857142857142,7,14.857142857142858,6,4.833333333333333
train,14729,54,640,11.851851851851851,19,30.42105263157895,24,9.333333333333334
train,14729,4,22,5.5,2,7.5,2,2.0
train,14729,5,129,25.8,5,8.0,5,2.6
train,14729,13,163,12.538461538461538,8,16.375,8,7.125
train,14729,40,445,11.125,13,29.307692307692307,14,8.571428571428571
train,14729,10,102,10.2,3,10.666666666666666,3,4.333333333333333
train,14729,11,152,13.818181818181818,5,14.6,5,5.6
train,14729,1,47,47.0,1,12.0,1,3.0
train,14729,4,90,22.5,1,11.0,1,6.0
train,14729,11,151,13.727272727272727,5,21.2,5,7.8
train,14729,10,121,12.1,7,11.571428571428571,9,3.888888888888889
train,14729,4,45,11.25,3,15.0,3,8.666666666666666
train,14729,35,419,11.971428571428572,20,18.25,25,5.24
train,14729,4,57,14.25,3,9.666666666666666,3,4.666666666666667
train,14729,4,161,40.25,7,10.714285714285714,8,4.25
train,14729,4,53,13.25,4,9.75,4,3.5
train,14729,3,35,11.666666666666666,1,14.0,1,9.0
train,14729,12,172,14.333333333333334,6,11.833333333333334,8,4.25
train,14729,7,103,14.714285714285714,4,8.75,5,3.0
train,14729,20,288,14.4,13,19.615384615384617,14,9.928571428571429
train,14729,6,151,25.166666666666668,10,10.9,11,5.454545454545454
train,14729,2,36,18.0,2,8.5,2,3.5
train,14729,20,345,17.25,2,11.5,3,3.3333333333333335
train,14729,17,224,13.176470588235293,7,17.857142857142858,4,10.25
train,14729,13,208,16.0,3,9.666666666666666,2,5.0
train,14729,4,55,13.75,1,7.0,1,3.0
train,14729,2,79,39.5,5,12.6,6,5.833333333333333
train,14729,34,299,8.794117647058824,11,17.272727272727273,14,6.214285714285714
train,14729,23,167,7.260869565217392,6,18.5,5,8.2
train,14729,5,194,38.8,9,12.88888888888889,8,6.375
train,14729,32,232,7.25,14,12.785714285714286,16,4.4375
train,14729,14,134,9.571428571428571,5,18.6,7,4.142857142857143
train,14729,3,34,11.333333333333334,1,11.0,1,6.0
train,14729,4,32,8.0,2,11.0,2,5.5
train,14729,29,314,10.827586206896552,11,23.636363636363637,16,6.9375
train,14729,9,74,8.222222222222221,3,11.333333333333334,4,3.0
train,14729,5,33,6.6,1,11.0,1,5.0
train,14729,7,216,30.857142857142858,12,13.833333333333334,10,7.8
train,14729,26,287,11.038461538461538,7,18.142857142857142,7,6.571428571428571
train,14729,7,103,14.714285714285714,6,14.333333333333334,5,6.6
train,14729,19,170,8.947368421052632,7,11.571428571428571,7,5.142857142857143
train,14729,6,74,12.333333333333334,2,12.5,2,7.5
train,14729,10,74,7.4,3,19.333333333333332,4,6.75
train,14729,6,119,19.833333333333332,4,10.5,4,5.5
train,14729,2,20,10.0,1,11.0,1,5.0
train,14729,6,114,19.0,4,12.0,3,5.333333333333333
train,14729,14,280,20.0,12,12.666666666666666,12,6.666666666666667
train,14729,20,137,6.85,5,18.0,4,8.25
train,14729,3,69,23.0,4,9.75,2,3.0
train,14729,4,119,29.75,2,18.5,2,6.5
train,14729,14,154,11.0,7,11.857142857142858,6,4.833333333333333
train,14729,22,264,12.0,12,12.333333333333334,13,4.076923076923077
train,14729,2,29,14.5,2,9.0,2,3.5
train,14729,6,201,33.5,4,11.25,3,6.0
train,14729,15,134,8.933333333333334,3,18.666666666666668,2,10.0
train,14729,8,50,6.25,1,12.0,1,5.0
train,14729,2,37,18.5,2,11.0,3,3.3333333333333335
train,14729,6,85,14.166666666666666,2,6.5,3,1.3333333333333333
train,14729,4,35,8.75,2,12.5,2,5.0
train,14729,38,332,8.736842105263158,9,29.333333333333332,9,5.111111111111111
train,14729,7,216,30.857142857142858,13,15.23076923076923,12,8.5
train,14729,7,97,13.857142857142858,6,9.166666666666666,7,3.7142857142857144
train,14729,5,382,76.4,18,13.555555555555555,20,7.55
train,14729,9,134,14.88888888888889,4,30.75,7,5.714285714285714
train,14729,2,45,22.5,2,6.5,3,1.0
train,14729,14,148,10.571428571428571,8,12.75,7,5.428571428571429
train,14729,6,84,14.0,1,13.0,1,3.0
train,14729,29,264,9.10344827586207,13,19.23076923076923,15,7.666666666666667
train,14729,3,37,12.333333333333334,3,10.0,4,3.75
train,14729,48,404,8.416666666666666,14,18.5,19,6.421052631578948
train,14729,11,329,29.90909090909091,13,18.076923076923077,14,7.357142857142857
train,14729,3,64,21.333333333333332,2,12.5,2,6.5
train,14729,1,18,18.0,1,8.0,2,2.0
train,14729,29,223,7.689655172413793,3,8.666666666666666,5,2.2
train,14729,3,27,9.0,1,6.0,1,2.0
train,14729,8,85,10.625,4,7.25,4,3.0
train,14729,9,134,14.88888888888889,4,14.5,4,3.0
train,14729,3,15,5.0,2,4.5,2,1.0
train,14729,11,249,22.636363636363637,12,13.0,10,8.0
train,14729,20,220,11.0,10,21.1,10,7.5
train,14729,9,38,4.222222222222222,3,10.666666666666666,3,3.0
train,14729,15,273,18.2,14,13.928571428571429,12,6.5
train,14729,34,415,12.205882352941176,14,24.428571428571427,15,5.933333333333334
train,14729,5,70,14.0,2,9.0,2,5.0
train,14729,17,192,11.294117647058824,7,11.714285714285714,7,4.0
train,14729,30,224,7.466666666666667,8,14.75,2,6.0
train,14729,6,107,17.833333333333332,6,15.666666666666666,7,5.857142857142857
train,14729,22,250,11.363636363636363,6,16.5,4,5.0
train,14729,15,122,8.133333333333333,6,14.333333333333334,7,3.142857142857143
train,14729,2,22,11.0,1,6.0,1,1.0
train,14729,8,102,12.75,2,23.5,2,9.5
train,14729,5,28,5.6,2,9.0,2,2.0
train,14729,9,96,10.666666666666666,3,13.0,3,6.0
train,14729,19,308,16.210526315789473,4,14.5,4,4.25
train,14729,3,38,12.666666666666666,2,7.0,2,2.5
train,14729,9,141,15.666666666666666,8,13.625,10,6.7
train,14729,10,121,12.1,7,10.285714285714286,7,4.428571428571429
train,14729,21,201,9.571428571428571,7,13.0,5,7.0
train,14729,8,64,8.0,1,19.0,1,4.0
train,14729,14,90,6.428571428571429,6,10.5,6,5.166666666666667
train,14729,3,75,25.0,4,12.75,4,4.0
train,14729,3,70,23.333333333333332,2,8.0,4,1.75
train,14729,1,21,21.0,4,5.0,0,0.0
train,14729,35,254,7.257142857142857,9,17.22222222222222,6,7.0
train,14729,6,155,25.833333333333332,5,11.2,3,6.666666666666667
train,14729,3,35,11.666666666666666,1,9.0,1,5.0
train,14729,1,31,31.0,2,8.5,2,4.0
train,14729,2,28,14.0,1,8.0,2,2.5
train,14729,33,358,10.848484848484848,15,21.266666666666666,13,7.076923076923077
train,14729,11,226,20.545454545454547,8,15.375,9,6.666666666666667
train,14729,8,57,7.125,4,10.0,5,3.2
train,14729,6,172,28.666666666666668,11,9.454545454545455,11,4.818181818181818
train,14729,7,252,36.0,11,12.090909090909092,13,4.3076923076923075
train,14729,8,73,9.125,5,12.4,4,3.5
train,14729,7,77,11.0,2,19.5,2,5.5
train,14729,12,52,4.333333333333333,1,11.0,1,4.0
train,14729,11,109,9.909090909090908,3,22.333333333333332,2,8.5
train,14729,2,21,10.5,1,7.0,1,3.0
train,14729,21,200,9.523809523809524,9,15.11111111111111,13,5.3076923076923075
train,14729,9,254,28.22222222222222,12,10.666666666666666,13,4.230769230769231
train,14729,6,117,19.5,4,25.5,4,14.0
train,14729,8,73,9.125,3,16.666666666666668,3,10.666666666666666
train,14729,3,49,16.333333333333332,4,7.75,7,2.2857142857142856
train,14729,21,216,10.285714285714286,8,23.5,8,12.25
train,14729,2,22,11.0,2,9.0,3,2.6666666666666665
train,14729,2,57,28.5,2,18.0,3,8.666666666666666
train,14729,9,80,8.88888888888889,1,28.0,2,10.5
train,14729,25,174,6.96,7,13.285714285714286,8,3.0
train,14729,10,114,11.4,2,15.5,2,9.5
train,14729,9,92,10.222222222222221,5,11.2,5,6.6
train,14729,14,232,16.571428571428573,5,13.6,6,6.0
train,14729,5,50,10.0,4,10.0,5,3.8
train,14729,39,448,11.487179487179487,10,31.9,7,5.714285714285714
train,14729,4,45,11.25,2,12.5,2,6.0
train,14729,7,36,5.142857142857143,1,7.0,1,1.0
train,14729,16,128,8.0,6,11.166666666666666,6,4.5
train,14729,52,374,7.1923076923076925,8,27.0,8,4.5
train,14729,20,117,5.85,4,8.75,5,3.2
train,14729,8,181,22.625,6,16.166666666666668,8,5.25
train,14729,12,223,18.583333333333332,10,13.4,11,6.636363636363637
train,14729,12,153,12.75,4,27.75,5,6.8
train,14729,7,44,6.285714285714286,2,11.5,2,5.0
train,14729,2,57,28.5,9,6.333333333333333,0,0.0
train,14729,13,69,5.3076923076923075,2,19.5,2,6.5
train,14729,3,51,17.0,2,13.0,2,6.5
train,14729,23,132,5.739130434782608,4,10.0,4,5.5
train,14729,19,173,9.105263157894736,6,11.0,7,3.857142857142857
train,14729,9,236,26.22222222222222,7,12.571428571428571,6,6.333333333333333
train,14729,1,37,37.0,3,10.333333333333334,3,5.666666666666667
train,14729,5,61,12.2,3,14.0,2,7.0
train,14729,4,96,24.0,4,11.75,4,6.5
train,14729,1,26,26.0,3,8.666666666666666,4,3.5
train,14729,40,226,5.65,7,12.285714285714286,9,3.111111111111111
train,14729,44,360,8.181818181818182,16,15.1875,12,7.5
train,14729,10,129,12.9,2,7.5,2,1.0
train,14729,14,131,9.357142857142858,7,11.857142857142858,8,4.75
train,14729,18,181,10.055555555555555,10,16.6,8,5.625
train,14729,4,37,9.25,3,9.0,3,4.0
train,14729,22,181,8.227272727272727,8,18.875,8,5.5
train,14729,25,166,6.64,2,9.5,2,2.5
train,14729,4,37,9.25,1,14.0,2,3.5
train,14729,28,241,8.607142857142858,14,14.214285714285714,14,6.142857142857143
train,14729,27,181,6.703703703703703,7,11.571428571428571,8,3.5
train,14729,5,57,11.4,1,28.0,3,6.333333333333333
train,14729,1,19,19.0,1,9.0,1,4.0
train,14729,6,146,24.333333333333332,6,10.333333333333334,6,4.333333333333333
train,14729,3,87,29.0,5,13.4,7,4.714285714285714
train,14729,8,149,18.625,5,11.6,3,6.0
train,14729,16,163,10.1875,11,13.545454545454545,11,4.636363636363637
train,14729,2,28,14.0,3,9.333333333333334,3,3.3333333333333335
train,14729,2,26,13.0,1,8.0,1,1.0
train,14729,4,60,15.0,4,8.25,4,3.5
train,14729,8,142,17.75,6,12.166666666666666,7,3.2857142857142856
train,14729,20,245,12.25,9,18.11111111111111,8,7.5
train,14729,13,132,10.153846153846153,6,16.5,6,6.0
train,14729,27,229,8.481481481481481,8,19.375,9,6.777777777777778
train,14729,2,70,35.0,3,10.666666666666666,3,5.666666666666667
train,14729,48,417,8.6875,15,21.066666666666666,16,5.9375
train,14729,13,100,7.6923076923076925,6,13.5,4,7.5
train,14729,10,101,10.1,5,12.0,5,6.6
train,14729,8,101,12.625,1,47.0,1,15.0
train,14729,10,152,15.2,6,9.166666666666666,6,3.6666666666666665
train,14729,12,176,14.666666666666666,5,15.4,4,9.0
train,14729,5,143,28.6,3,11.666666666666666,3,3.3333333333333335
train,14729,6,116,19.333333333333332,9,10.0,8,4.375
train,14729,27,301,11.148148148148149,11,18.272727272727273,14,8.571428571428571
train,14729,4,23,5.75,1,8.0,1,3.0
train,14729,8,113,14.125,5,10.8,5,5.8
train,14729,8,116,14.5,7,13.285714285714286,7,5.428571428571429
train,14729,12,117,9.75,6,10.0,4,5.0
train,14729,10,69,6.9,3,14.666666666666666,3,6.0
train,14729,18,141,7.833333333333333,8,15.75,13,3.230769230769231
train,14729,2,98,49.0,3,17.333333333333332,4,7.25
train,14729,4,94,23.5,4,13.25,5,5.4
train,14729,2,20,10.0,2,8.0,4,1.75
train,14729,4,75,18.75,4,13.0,3,9.0
train,14729,9,99,11.0,11,8.0,11,3.3636363636363638
train,14729,6,72,12.0,4,13.5,3,6.333333333333333
train,14729,6,56,9.333333333333334,2,19.0,2,9.5
train,14729,25,169,6.76,11,13.727272727272727,9,6.222222222222222
train,14729,14,163,11.642857142857142,8,14.75,7,5.857142857142857
train,14729,2,66,33.0,2,11.5,2,3.0
train,14729,5,66,13.2,1,8.0,1,3.0
train,14729,7,41,5.857142857142857,2,15.0,2,4.0
train,14729,4,32,8.0,1,9.0,1,5.0
train,14729,7,131,18.714285714285715,5,11.8,6,3.3333333333333335
train,14729,21,139,6.619047619047619,8,13.625,9,4.333333333333333
train,14729,24,291,12.125,13,14.23076923076923,11,6.636363636363637
train,14729,8,88,11.0,2,15.5,3,5.666666666666667
train,14729,14,131,9.357142857142858,7,12.857142857142858,6,5.666666666666667
train,14729,21,277,13.19047619047619,5,19.8,5,7.8
train,14729,3,99,33.0,7,12.571428571428571,8,5.625
train,14729,8,139,17.375,9,10.222222222222221,9,4.333333333333333
train,14729,10,147,14.7,2,10.0,2,3.0
train,14729,2,39,19.5,3,13.0,4,5.25
train,14729,4,47,11.75,3,10.0,4,2.75
train,14729,11,86,7.818181818181818,3,8.666666666666666,4,3.5
train,14729,24,218,9.083333333333334,7,17.714285714285715,6,4.5
train,14729,23,178,7.739130434782608,5,15.0,6,6.666666666666667
train,14729,9,158,17.555555555555557,11,12.545454545454545,8,7.0
train,14729,8,92,11.5,5,11.6,7,2.7142857142857144
train,14729,11,89,8.090909090909092,5,14.4,5,5.0
train,14729,34,370,10.882352941176471,15,23.333333333333332,18,8.38888888888889
train,14729,7,125,17.857142857142858,7,18.0,5,7.4
train,14729,7,62,8.857142857142858,3,14.0,4,5.5
train,14729,7,235,33.57142857142857,4,13.0,4,6.0
train,14729,12,106,8.833333333333334,5,14.8,5,6.0
train,14729,2,28,14.0,2,7.0,3,2.3333333333333335
train,14729,3,37,12.333333333333334,2,6.5,3,1.6666666666666667
train,14729,3,20,6.666666666666667,2,8.0,3,2.6666666666666665
train,14729,7,176,25.142857142857142,8,10.25,8,5.0
train,14729,7,48,6.857142857142857,2,10.5,2,2.5
train,14729,15,91,6.066666666666666,3,9.333333333333334,3,3.3333333333333335
train,14729,4,75,18.75,3,19.666666666666668,3,3.6666666666666665
train,14729,9,187,20.77777777777778,10,12.2,7,6.0
train,14729,10,160,16.0,7,14.142857142857142,7,6.714285714285714
train,14729,9,80,8.88888888888889,4,16.0,5,4.6
train,14729,7,60,8.571428571428571,3,11.333333333333334,2,6.0
train,14729,18,228,12.666666666666666,11,14.0,10,6.3
train,14729,11,206,18.727272727272727,9,15.444444444444445,10,6.7
train,14729,13,159,12.23076923076923,6,20.833333333333332,6,6.333333333333333
train,14729,2,70,35.0,2,10.0,2,4.5
train,14729,6,364,60.666666666666664,20,14.8,17,7.9411764705882355
train,14729,4,72,18.0,5,11.2,4,5.75
train,14729,9,66,7.333333333333333,4,11.0,4,1.25
train,14729,13,204,15.692307692307692,9,12.333333333333334,7,5.285714285714286
train,14729,26,285,10.961538461538462,13,14.923076923076923,14,4.785714285714286
train,14729,6,159,26.5,10,11.8,10,5.8
train,14729,4,51,12.75,2,14.5,3,6.0
train,14729,50,563,11.26,14,36.92857142857143,16,10.1875
train,14729,16,118,7.375,6,11.5,6,5.833333333333333
train,14729,6,74,12.333333333333334,4,14.5,5,4.2
train,14729,9,192,21.333333333333332,5,38.4,10,6.8
train,14729,15,189,12.6,7,26.285714285714285,11,5.636363636363637
train,14729,6,51,8.5,3,15.333333333333334,4,6.25
train,14729,8,115,14.375,4,14.75,3,6.0
train,14729,17,278,16.352941176470587,12,18.916666666666668,10,7.3
train,14729,11,127,11.545454545454545,4,17.5,4,10.25
train,14729,27,231,8.555555555555555,10,16.7,9,6.666666666666667
train,14729,6,90,15.0,5,10.2,4,4.75
train,14729,17,217,12.764705882352942,6,16.166666666666668,5,6.0
train,14729,22,177,8.045454545454545,7,14.714285714285714,7,7.857142857142857
train,14729,5,83,16.6,3,14.333333333333334,3,7.666666666666667
train,14729,6,40,6.666666666666667,1,19.0,3,3.3333333333333335
train,14729,22,197,8.954545454545455,12,16.416666666666668,6,7.666666666666667
train,14729,5,71,14.2,4,11.25,4,5.75
train,14729,12,155,12.916666666666666,4,14.0,5,5.4
train,14729,4,88,22.0,5,13.2,4,6.0
train,14729,17,138,8.117647058823529,4,13.0,4,6.5
train,14729,11,75,6.818181818181818,5,9.4,5,4.6
train,14729,15,132,8.8,3,19.333333333333332,3,1.3333333333333333
train,14729,10,119,11.9,6,17.166666666666668,7,5.285714285714286
train,14729,7,79,11.285714285714286,1,22.0,1,11.0
train,14729,7,90,12.857142857142858,3,9.333333333333334,3,3.3333333333333335
train,14729,10,104,10.4,7,9.714285714285714,7,3.857142857142857
train,14729,7,87,12.428571428571429,4,9.0,5,2.6
train,14729,2,26,13.0,2,9.0,2,3.5
train,14729,5,92,18.4,6,9.333333333333334,7,3.5714285714285716
train,14729,5,60,12.0,3,13.666666666666666,3,5.333333333333333
train,14729,27,336,12.444444444444445,16,18.3125,19,6.684210526315789
train,14729,8,154,19.25,8,9.625,10,3.5
train,14729,26,212,8.153846153846153,11,13.727272727272727,12,4.583333333333333
train,14729,11,119,10.818181818181818,4,24.75,3,9.666666666666666
train,14729,39,257,6.589743589743589,5,15.0,5,3.8
train,14729,62,516,8.32258064516129,17,25.823529411764707,13,6.230769230769231
train,14729,3,43,14.333333333333334,1,7.0,1,3.0
train,14729,6,86,14.333333333333334,3,22.666666666666668,3,11.666666666666666
train,14729,6,69,11.5,3,10.666666666666666,3,5.333333333333333
train,14729,3,17,5.666666666666667,1,7.0,1,3.0
train,14729,29,285,9.827586206896552,14,14.428571428571429,7,5.857142857142857
train,14729,12,99,8.25,4,12.5,4,6.0
train,14729,14,172,12.285714285714286,8,11.5,9,5.111111111111111
train,14729,4,235,58.75,11,12.0,10,5.6
train,14729,31,313,10.096774193548388,12,17.166666666666668,13,5.769230769230769
train,14729,11,168,15.272727272727273,3,9.333333333333334,3,3.0
train,14729,7,87,12.428571428571429,6,7.833333333333333,5,2.6
train,14729,6,68,11.333333333333334,3,13.666666666666666,2,8.5
train,14729,3,120,40.0,6,11.5,7,5.142857142857143
train,14729,11,74,6.7272727272727275,2,8.0,2,2.5
train,14729,2,25,12.5,1,6.0,1,2.0
train,14729,17,274,16.11764705882353,17,14.529411764705882,13,5.538461538461538
train,14729,9,116,12.88888888888889,3,19.333333333333332,3,4.666666666666667
train,14729,13,91,7.0,1,11.0,1,3.0
train,14729,4,53,13.25,4,11.25,4,6.75
train,14729,5,46,9.2,4,10.0,4,4.75
train,14729,3,19,6.333333333333333,2,6.5,2,1.5
train,14729,15,211,14.066666666666666,10,12.2,8,5.875
train,14729,23,228,9.91304347826087,9,13.333333333333334,9,5.111111111111111
train,14729,11,118,10.727272727272727,4,10.5,4,2.0
train,14729,13,127,9.76923076923077,3,13.666666666666666,3,8.666666666666666
train,14729,18,280,15.555555555555555,11,16.636363636363637,12,6.0
train,14729,12,107,8.916666666666666,6,15.833333333333334,7,4.857142857142857
train,14729,26,342,13.153846153846153,11,26.454545454545453,10,11.3
train,14729,10,181,18.1,3,14.333333333333334,3,7.333333333333333
train,14729,8,62,7.75,4,14.25,6,2.5
train,14729,15,272,18.133333333333333,8,19.875,4,12.5
train,14729,3,61,20.333333333333332,2,19.0,3,6.333333333333333
train,14729,6,145,24.166666666666668,5,13.2,5,6.2
train,14729,2,42,21.0,2,11.5,2,5.5
train,14729,26,161,6.1923076923076925,9,11.88888888888889,7,3.7142857142857144
train,14729,10,150,15.0,5,19.8,5,10.6
train,14729,5,46,9.2,2,17.0,3,8.0
train,14729,13,83,6.384615384615385,3,12.666666666666666,2,4.0
train,14729,17,248,14.588235294117647,4,30.75,1,6.0
train,14729,7,95,13.571428571428571,4,16.0,4,9.5
train,14729,6,114,19.0,3,10.0,3,2.3333333333333335
train,14729,10,86,8.6,5,13.4,5,4.6
train,14729,14,107,7.642857142857143,5,11.6,5,5.0
train,14729,37,277,7.486486486486487,15,13.466666666666667,17,3.823529411764706
train,14729,1,34,34.0,1,9.0,1,5.0
train,14729,18,145,8.055555555555555,9,13.444444444444445,9,6.0
train,14729,7,180,25.714285714285715,5,10.4,5,3.8
train,14729,4,78,19.5,6,10.333333333333334,6,4.333333333333333
train,14729,37,276,7.45945945945946,8,18.375,8,9.875
train,14729,12,182,15.166666666666666,8,18.25,9,9.555555555555555
train,14729,14,147,10.5,8,9.25,8,4.25
train,14729,4,48,12.0,2,11.5,2,7.0
train,14729,11,132,12.0,4,13.0,5,3.4
train,14729,21,251,11.952380952380953,15,11.4,14,5.214285714285714
train,14729,12,214,17.833333333333332,8,19.625,7,7.428571428571429
train,14729,2,44,22.0,1,12.0,1,3.0
train,14729,14,123,8.785714285714286,1,11.0,1,7.0
train,14729,11,270,24.545454545454547,9,24.22222222222222,10,8.0
train,14729,14,153,10.928571428571429,7,14.0,8,5.375
train,14729,31,236,7.612903225806452,6,10.5,5,3.2
train,14729,10,269,26.9,12,13.833333333333334,15,5.266666666666667
train,14729,16,190,11.875,7,17.571428571428573,7,10.857142857142858
train,14729,10,114,11.4,6,10.166666666666666,4,3.0
train,14729,3,25,8.333333333333334,2,7.0,2,1.5
train,14729,8,162,20.25,11,9.727272727272727,12,4.916666666666667
train,14729,24,260,10.833333333333334,7,17.857142857142858,5,1.6
train,14729,5,119,23.8,6,12.333333333333334,5,5.0
train,14729,5,78,15.6,3,16.666666666666668,3,10.666666666666666
train,14729,12,182,15.166666666666666,4,13.5,3,7.666666666666667
train,14729,5,66,13.2,6,10.0,6,5.166666666666667
train,14729,3,35,11.666666666666666,5,7.2,5,2.0
train,14729,18,191,10.61111111111111,9,20.0,11,8.181818181818182
train,14729,8,159,19.875,7,11.285714285714286,7,4.857142857142857
train,14729,8,107,13.375,7,12.142857142857142,8,5.125
train,14729,16,139,8.6875,7,14.714285714285714,8,3.5
train,14729,16,120,7.5,7,12.428571428571429,9,4.777777777777778
train,14729,8,273,34.125,12,16.0,11,8.090909090909092
train,14729,37,385,10.405405405405405,17,20.58823529411765,19,9.052631578947368
train,14729,9,68,7.555555555555555,4,9.75,4,4.5
train,14729,6,130,21.666666666666668,8,9.25,9,3.7777777777777777
train,14729,3,20,6.666666666666667,1,6.0,1,1.0
train,14729,12,95,7.916666666666667,4,9.0,5,3.4
train,14729,9,144,16.0,5,14.0,4,5.25
train,14729,17,229,13.470588235294118,7,20.285714285714285,8,4.875
train,14729,6,98,16.333333333333332,1,34.0,1,19.0
train,14729,22,228,10.363636363636363,5,20.4,5,3.8
train,14729,5,44,8.8,1,18.0,1,8.0
train,14729,32,298,9.3125,12,19.916666666666668,11,5.818181818181818
train,14729,9,156,17.333333333333332,7,13.714285714285714,8,5.875
train,14729,5,40,8.0,4,10.0,4,3.75
train,14729,13,103,7.923076923076923,3,21.333333333333332,2,10.5
train,14729,3,28,9.333333333333334,1,8.0,1,2.0
train,14729,11,178,16.181818181818183,7,15.0,7,5.857142857142857
train,14729,10,126,12.6,1,14.0,1,10.0
train,14729,11,52,4.7272727272727275,1,16.0,1,1.0
train,14729,21,246,11.714285714285714,4,20.75,6,6.666666666666667
train,14729,8,109,13.625,7,10.571428571428571,8,5.875
train,14729,12,121,10.083333333333334,4,21.25,3,7.333333333333333
train,14729,10,144,14.4,8,10.5,4,6.25
train,14729,2,58,29.0,4,11.25,4,5.5
train,14729,11,63,5.7272727272727275,3,10.0,3,4.333333333333333
train,14729,11,136,12.363636363636363,6,18.333333333333332,6,11.166666666666666
train,14729,5,77,15.4,5,12.0,5,5.6
train,14729,7,59,8.428571428571429,2,8.5,2,3.5
train,14729,3,31,10.333333333333334,2,12.0,2,5.5
