name,n_dialogues,n_sentences_dialogue,n_tokens_dialogue,n_tokens_per_sentence,n_tokens_max_per_sentence_dialoguen_extracts_per_summary_rel,n_tokens_per_extract_rel,n_tokens_min_per_extract_rel,n_tokens_max_per_extract_rel,n_extracts_per_summary_fine,n_tokens_per_extract_fine,n_tokens_min_per_extract_fine,n_tokens_max_per_extract_fine,n_tokens_max_per_sentence_dialogue,n_extracts_per_summary_rel
train,14729,2,110,55.0,,15.166666666666666,11,19,5,7.2,5,10,89.0,6.0
train,14729,4,24,6.0,,6.5,3,5,2,2.0,1,3,10.0,2.0
train,14729,13,143,11.0,,16.25,3,20,4,8.0,3,17,25.0,4.0
train,14729,6,79,13.166666666666666,,15.8,8,17,6,3.6666666666666665,1,6,43.0,5.0
train,14729,2,39,19.5,,10.0,10,10,1,4.0,4,4,25.0,1.0
train,14729,2,22,11.0,,8.5,3,9,2,4.5,4,5,17.0,2.0
train,14729,3,61,20.333333333333332,,12.0,11,13,2,8.0,7,9,38.0,2.0
train,14729,4,43,10.75,,8.333333333333334,6,13,3,3.0,1,7,17.0,3.0
train,14729,29,248,8.551724137931034,,19.076923076923077,3,24,18,6.611111111111111,1,14,24.0,13.0
train,14729,4,64,16.0,,10.0,9,12,4,2.5,2,4,23.0,4.0
train,14729,9,261,29.0,,11.5,8,16,5,4.0,1,10,57.0,6.0
train,14729,22,248,11.272727272727273,,13.6875,2,24,19,5.7368421052631575,1,14,43.0,16.0
train,14729,2,27,13.5,,8.5,7,10,2,4.5,4,5,17.0,2.0
train,14729,2,77,38.5,,14.0,9,19,4,5.5,2,14,68.0,4.0
train,14729,35,216,6.171428571428572,,14.666666666666666,8,13,4,6.0,2,12,13.0,3.0
train,14729,3,56,18.666666666666668,,10.0,10,10,1,4.0,4,4,34.0,1.0
train,14729,2,36,18.0,,15.0,15,15,2,4.5,4,5,30.0,1.0
train,14729,3,43,14.333333333333334,,12.0,7,10,4,3.25,1,6,27.0,3.0
train,14729,7,126,18.0,,8.75,3,10,2,3.5,1,6,40.0,4.0
train,14729,8,222,27.75,,19.1,3,42,8,12.125,1,38,59.0,10.0
train,14729,3,30,10.0,,8.0,3,8,3,2.0,1,3,12.0,3.0
train,14729,16,146,9.125,,14.6,2,17,5,8.4,1,14,30.0,10.0
train,14729,8,94,11.75,,10.4,3,13,6,5.0,2,8,28.0,5.0
train,14729,15,228,15.2,,10.571428571428571,8,12,7,4.857142857142857,3,7,30.0,7.0
train,14729,21,140,6.666666666666667,,11.0,4,13,5,4.4,1,8,15.0,4.0
train,14729,14,170,12.142857142857142,,14.571428571428571,4,23,9,6.666666666666667,1,13,40.0,7.0
train,14729,5,51,10.2,,12.0,10,14,2,7.0,4,10,19.0,2.0
train,14729,22,148,6.7272727272727275,,8.0,2,11,12,3.1666666666666665,1,7,19.0,12.0
train,14729,13,177,13.615384615384615,,22.714285714285715,3,51,7,10.0,1,21,59.0,7.0
train,14729,4,69,17.25,,9.0,3,15,7,4.0,1,9,44.0,6.0
train,14729,16,179,11.1875,,13.6,3,18,8,5.875,2,10,35.0,10.0
train,14729,24,390,16.25,,24.727272727272727,3,25,12,9.166666666666666,2,15,41.0,11.0
train,14729,2,96,48.0,,15.6,9,19,4,7.75,4,13,68.0,5.0
train,14729,23,165,7.173913043478261,,13.8,3,19,5,8.2,5,13,32.0,5.0
train,14729,7,59,8.428571428571429,,12.5,11,14,5,3.0,1,6,14.0,4.0
train,14729,8,193,24.125,,8.0,5,10,4,2.5,1,3,49.0,4.0
train,14729,27,190,7.037037037037037,,21.714285714285715,3,20,6,8.166666666666666,6,12,20.0,7.0
train,14729,2,25,12.5,,7.0,7,7,1,3.0,3,3,18.0,1.0
train,14729,37,226,6.108108108108108,,11.692307692307692,3,11,10,3.9,1,7,26.0,13.0
train,14729,14,240,17.142857142857142,,16.636363636363637,5,28,10,8.0,1,19,62.0,11.0
train,14729,13,100,7.6923076923076925,,19.5,3,11,2,8.0,7,9,16.0,2.0
train,14729,17,201,11.823529411764707,,13.0,3,20,6,4.0,1,7,37.0,7.0
train,14729,4,60,15.0,,12.666666666666666,8,16,3,7.333333333333333,3,10,16.0,3.0
train,14729,7,63,9.0,,7.333333333333333,3,11,8,2.125,1,6,25.0,6.0
train,14729,4,180,45.0,,9.363636363636363,5,13,11,4.363636363636363,1,9,116.0,11.0
train,14729,2,18,9.0,,7.0,7,7,1,3.0,3,3,11.0,1.0
train,14729,7,115,16.428571428571427,,8.666666666666666,4,11,5,4.4,2,7,52.0,6.0
train,14729,20,371,18.55,,35.5,5,48,5,8.2,5,13,61.0,4.0
train,14729,2,56,28.0,,10.0,10,10,1,6.0,6,6,49.0,1.0
train,14729,16,195,12.1875,,21.75,6,22,5,4.6,1,8,41.0,4.0
train,14729,5,49,9.8,,7.0,3,7,4,2.5,1,4,21.0,4.0
train,14729,4,82,20.5,,9.0,7,11,2,4.0,2,6,68.0,2.0
train,14729,12,89,7.416666666666667,,15.666666666666666,3,11,4,3.0,1,5,16.0,3.0
train,14729,2,26,13.0,,8.0,3,9,2,3.0,2,4,19.0,2.0
train,14729,19,194,10.210526315789474,,14.125,3,19,6,6.166666666666667,1,12,23.0,8.0
train,14729,10,120,12.0,,24.333333333333332,3,21,3,8.666666666666666,2,12,22.0,3.0
train,14729,5,49,9.8,,16.0,16,16,1,8.0,8,8,21.0,1.0
train,14729,17,327,19.235294117647058,,28.9,1,43,9,8.444444444444445,1,18,66.0,10.0
train,14729,4,44,11.0,,13.0,13,13,2,7.0,7,7,17.0,2.0
train,14729,10,79,7.9,,9.75,3,13,4,4.75,1,8,17.0,4.0
train,14729,3,95,31.666666666666668,,9.0,6,11,3,4.333333333333333,2,7,59.0,3.0
train,14729,5,37,7.4,,8.333333333333334,2,9,4,1.5,1,3,11.0,3.0
train,14729,1,14,14.0,,4.0,4,4,1,1.0,1,1,14.0,1.0
train,14729,23,311,13.521739130434783,,19.142857142857142,3,31,16,5.875,1,11,40.0,14.0
train,14729,11,96,8.727272727272727,,13.714285714285714,1,14,8,3.375,1,7,16.0,7.0
train,14729,3,19,6.333333333333333,,6.0,6,6,1,1.0,1,1,12.0,1.0
train,14729,2,51,25.5,,11.0,9,13,3,4.666666666666667,3,6,37.0,2.0
train,14729,6,67,11.166666666666666,,15.0,3,12,1,6.0,6,6,28.0,1.0
train,14729,9,71,7.888888888888889,,23.666666666666668,1,18,4,6.5,3,9,18.0,3.0
train,14729,5,89,17.8,,9.5,8,11,3,3.0,1,6,54.0,2.0
train,14729,6,133,22.166666666666668,,11.5,3,15,8,5.625,1,11,42.0,8.0
train,14729,11,205,18.636363636363637,,10.1,8,15,9,5.111111111111111,3,9,62.0,10.0
train,14729,10,137,13.7,,13.25,2,23,8,2.625,1,7,35.0,8.0
train,14729,11,104,9.454545454545455,,12.0,3,17,8,5.5,2,12,21.0,7.0
train,14729,2,48,24.0,,16.0,3,16,3,5.666666666666667,3,9,45.0,2.0
train,14729,11,73,6.636363636363637,,18.5,6,18,3,6.666666666666667,4,9,19.0,2.0
train,14729,47,397,8.446808510638299,,22.9375,2,19,16,7.0625,2,11,27.0,16.0
train,14729,4,30,7.5,,8.5,7,10,2,4.0,3,5,13.0,2.0
train,14729,22,258,11.727272727272727,,17.727272727272727,3,25,12,5.0,1,14,29.0,11.0
train,14729,7,67,9.571428571428571,,13.25,3,13,5,6.0,3,8,25.0,4.0
train,14729,11,131,11.909090909090908,,9.9,3,11,9,3.7777777777777777,1,6,33.0,10.0
train,14729,7,60,8.571428571428571,,12.666666666666666,3,10,3,4.0,3,5,17.0,3.0
train,14729,13,124,9.538461538461538,,18.0,2,21,3,7.333333333333333,2,15,26.0,4.0
train,14729,9,72,8.0,,18.0,2,15,5,4.8,2,5,15.0,4.0
train,14729,11,91,8.272727272727273,,11.0,7,8,2,5.0,4,6,14.0,2.0
train,14729,4,28,7.0,,9.333333333333334,3,11,0,0.0,4,6,12.0,3.0
train,14729,11,259,23.545454545454547,,10.88888888888889,5,19,9,4.888888888888889,1,10,49.0,9.0
train,14729,11,288,26.181818181818183,,17.0,11,25,13,7.3076923076923075,1,14,57.0,10.0
train,14729,9,53,5.888888888888889,,12.333333333333334,3,9,5,3.4,2,5,9.0,3.0
train,14729,19,330,17.36842105263158,,16.3125,3,22,16,5.375,2,14,53.0,16.0
train,14729,6,68,11.333333333333334,,9.666666666666666,9,11,3,4.666666666666667,4,6,33.0,3.0
train,14729,3,37,12.333333333333334,,11.5,8,15,3,3.6666666666666665,3,5,23.0,2.0
train,14729,7,76,10.857142857142858,,18.0,6,34,3,8.666666666666666,1,24,34.0,3.0
train,14729,6,44,7.333333333333333,,11.0,3,9,4,2.5,1,7,11.0,2.0
train,14729,4,53,13.25,,15.0,3,17,3,5.333333333333333,1,12,36.0,3.0
train,14729,9,131,14.555555555555555,,17.0,3,18,5,5.6,1,12,28.0,4.0
train,14729,13,157,12.076923076923077,,15.166666666666666,3,13,7,5.428571428571429,1,8,25.0,6.0
train,14729,2,37,18.5,,8.0,3,8,2,3.0,1,5,34.0,2.0
train,14729,16,195,12.1875,,15.7,3,23,7,6.571428571428571,3,13,35.0,10.0
train,14729,11,87,7.909090909090909,,12.428571428571429,3,20,0,0.0,3,13,20.0,7.0
train,14729,9,167,18.555555555555557,,12.5,3,18,5,6.8,5,9,47.0,6.0
train,14729,4,261,65.25,,18.0,7,35,5,6.4,3,10,184.0,6.0
train,14729,11,154,14.0,,8.8,3,9,5,3.4,2,6,32.0,5.0
train,14729,3,46,15.333333333333334,,6.666666666666667,4,8,3,3.0,1,4,17.0,3.0
train,14729,11,118,10.727272727272727,,17.0,3,27,11,3.090909090909091,1,15,38.0,4.0
train,14729,5,53,10.6,,12.0,12,12,1,7.0,7,7,14.0,1.0
train,14729,7,61,8.714285714285714,,11.0,10,12,2,7.0,6,8,20.0,2.0
train,14729,4,104,26.0,,25.0,12,28,3,9.333333333333334,9,10,69.0,4.0
train,14729,1,22,22.0,,8.0,7,9,3,2.0,1,3,22.0,2.0
train,14729,16,107,6.6875,,15.25,1,20,3,6.0,4,8,21.0,4.0
train,14729,5,82,16.4,,11.8,3,12,5,5.0,3,7,34.0,5.0
train,14729,4,52,13.0,,10.25,5,10,3,4.0,3,6,26.0,4.0
train,14729,41,408,9.951219512195122,,17.470588235294116,3,21,16,4.25,1,11,28.0,17.0
train,14729,3,28,9.333333333333334,,9.0,9,9,1,5.0,5,5,19.0,1.0
train,14729,3,46,15.333333333333334,,11.0,3,15,3,3.6666666666666665,3,4,36.0,3.0
train,14729,5,105,21.0,,9.666666666666666,6,16,5,3.6,1,7,35.0,6.0
train,14729,3,53,17.666666666666668,,11.0,3,14,3,5.666666666666667,3,10,24.0,4.0
train,14729,7,135,19.285714285714285,,12.2,4,17,6,4.833333333333333,1,10,57.0,5.0
train,14729,12,166,13.833333333333334,,9.5,3,9,4,2.25,1,4,40.0,4.0
train,14729,19,150,7.894736842105263,,14.571428571428571,3,18,8,6.625,2,12,23.0,7.0
train,14729,18,278,15.444444444444445,,15.181818181818182,3,21,5,7.0,1,12,53.0,11.0
train,14729,8,122,15.25,,10.333333333333334,3,17,12,3.5833333333333335,1,7,43.0,9.0
train,14729,26,215,8.26923076923077,,18.833333333333332,2,20,7,6.285714285714286,1,13,20.0,6.0
train,14729,11,87,7.909090909090909,,13.166666666666666,3,18,5,5.2,2,9,18.0,6.0
train,14729,8,35,4.375,,9.0,3,6,1,4.0,4,4,6.0,1.0
train,14729,19,282,14.842105263157896,,20.714285714285715,3,23,6,4.166666666666667,1,9,47.0,7.0
train,14729,10,92,9.2,,16.333333333333332,3,9,3,4.333333333333333,3,6,30.0,3.0
train,14729,19,180,9.473684210526315,,24.0,4,22,4,9.25,5,15,22.0,5.0
train,14729,15,138,9.2,,11.9,3,14,11,5.363636363636363,1,13,33.0,10.0
train,14729,13,82,6.3076923076923075,,10.0,3,9,4,3.0,1,4,11.0,4.0
train,14729,5,47,9.4,,10.0,3,9,2,4.0,3,5,15.0,2.0
train,14729,9,82,9.11111111111111,,13.666666666666666,3,18,6,5.333333333333333,1,11,18.0,6.0
train,14729,5,51,10.2,,9.666666666666666,9,11,5,2.8,2,4,14.0,3.0
train,14729,6,89,14.833333333333334,,8.4,6,11,6,2.8333333333333335,1,5,36.0,5.0
train,14729,11,106,9.636363636363637,,8.0,3,10,9,2.5555555555555554,1,6,19.0,7.0
train,14729,7,71,10.142857142857142,,13.0,3,9,4,2.75,1,6,33.0,2.0
train,14729,4,35,8.75,,9.0,4,10,2,4.5,4,5,14.0,3.0
train,14729,6,199,33.166666666666664,,16.5,12,23,6,7.166666666666667,2,17,128.0,8.0
train,14729,20,256,12.8,,16.333333333333332,7,24,7,5.0,1,9,61.0,6.0
train,14729,1,25,25.0,,7.0,7,7,3,2.6666666666666665,2,3,25.0,3.0
train,14729,5,64,12.8,,11.0,3,16,5,4.8,2,10,27.0,4.0
train,14729,14,208,14.857142857142858,,12.75,3,15,4,3.75,2,7,31.0,4.0
train,14729,3,41,13.666666666666666,,11.0,3,13,2,6.5,4,9,32.0,2.0
train,14729,29,271,9.344827586206897,,14.6,3,19,7,7.857142857142857,2,14,25.0,10.0
train,14729,6,154,25.666666666666668,,17.0,3,23,5,7.0,3,13,54.0,4.0
train,14729,7,137,19.571428571428573,,16.625,3,22,7,7.428571428571429,1,13,52.0,8.0
train,14729,7,49,7.0,,11.0,2,11,4,1.75,1,3,12.0,2.0
train,14729,14,68,4.857142857142857,,12.0,3,10,5,3.4,1,8,10.0,3.0
train,14729,9,202,22.444444444444443,,14.3,3,22,10,5.9,1,12,57.0,10.0
train,14729,5,38,7.6,,6.5,3,10,0,0.0,1,12,12.0,6.0
train,14729,2,24,12.0,,8.0,7,9,2,2.5,2,3,20.0,2.0
train,14729,2,25,12.5,,10.0,3,11,3,3.6666666666666665,1,6,22.0,2.0
train,14729,13,194,14.923076923076923,,10.9,3,17,8,3.75,1,11,35.0,10.0
train,14729,8,35,4.375,,12.0,6,6,1,4.0,4,4,9.0,1.0
train,14729,9,56,6.222222222222222,,19.0,3,12,3,2.6666666666666665,1,4,12.0,2.0
train,14729,9,45,5.0,,12.0,5,7,1,3.0,3,3,11.0,1.0
train,14729,2,111,55.5,,18.8,6,27,7,8.428571428571429,2,19,85.0,5.0
train,14729,3,51,17.0,,11.5,3,11,2,6.5,4,9,33.0,2.0
train,14729,3,81,27.0,,12.6,3,16,6,4.833333333333333,1,10,31.0,5.0
train,14729,5,26,5.2,,6.0,6,6,1,2.0,2,2,12.0,1.0
train,14729,9,54,6.0,,18.5,3,7,2,4.0,4,4,12.0,2.0
train,14729,29,203,7.0,,12.0,3,14,9,5.111111111111111,2,9,15.0,9.0
train,14729,9,69,7.666666666666667,,9.75,3,11,4,3.0,1,6,17.0,4.0
train,14729,29,247,8.517241379310345,,14.714285714285714,3,22,14,3.9285714285714284,1,19,22.0,14.0
train,14729,8,185,23.125,,8.0,5,11,11,2.909090909090909,1,6,75.0,9.0
train,14729,8,41,5.125,,16.0,3,7,1,4.0,4,4,8.0,1.0
train,14729,2,26,13.0,,7.0,6,8,5,1.6,1,4,19.0,2.0
train,14729,31,257,8.290322580645162,,20.571428571428573,3,19,6,5.333333333333333,3,8,20.0,7.0
train,14729,34,457,13.441176470588236,,25.2,1,30,20,6.0,1,22,57.0,15.0
train,14729,13,145,11.153846153846153,,11.0,3,15,8,5.5,1,10,23.0,8.0
train,14729,5,203,40.6,,14.75,10,17,8,7.25,5,11,102.0,8.0
train,14729,2,29,14.5,,11.0,11,11,2,3.5,3,4,21.0,1.0
train,14729,9,256,28.444444444444443,,15.125,3,19,8,6.25,1,14,44.0,8.0
train,14729,3,79,26.333333333333332,,12.333333333333334,5,15,2,5.0,3,7,50.0,3.0
train,14729,5,44,8.8,,12.0,7,11,4,3.75,2,5,16.0,3.0
train,14729,30,229,7.633333333333334,,23.857142857142858,3,21,8,5.5,1,16,21.0,7.0
train,14729,23,165,7.173913043478261,,18.666666666666668,3,20,4,7.0,3,13,20.0,6.0
train,14729,6,35,5.833333333333333,,12.0,5,7,1,3.0,3,3,8.0,1.0
train,14729,1,25,25.0,,5.0,5,5,1,2.0,2,2,25.0,1.0
train,14729,5,74,14.8,,11.8,3,14,4,7.0,5,12,24.0,5.0
train,14729,13,74,5.6923076923076925,,16.0,1,13,3,6.0,1,9,14.0,2.0
train,14729,4,82,20.5,,18.666666666666668,3,28,3,11.333333333333334,2,25,36.0,3.0
train,14729,14,84,6.0,,12.6,3,10,6,3.3333333333333335,1,8,10.0,5.0
train,14729,6,62,10.333333333333334,,4.0,4,4,1,1.0,1,1,20.0,1.0
train,14729,3,77,25.666666666666668,,14.0,3,18,4,7.25,5,12,29.0,4.0
train,14729,4,70,17.5,,13.0,3,21,3,6.0,1,9,36.0,3.0
train,14729,3,22,7.333333333333333,,6.5,6,7,2,1.5,1,2,11.0,2.0
train,14729,6,44,7.333333333333333,,10.0,1,9,1,3.0,3,3,16.0,1.0
train,14729,2,36,18.0,,10.0,4,6,2,2.0,1,3,23.0,1.0
train,14729,19,185,9.736842105263158,,18.0,3,21,6,7.166666666666667,2,16,22.0,6.0
train,14729,3,58,19.333333333333332,,11.5,9,14,2,5.0,3,7,24.0,2.0
train,14729,1,43,43.0,,6.0,6,6,2,1.0,1,1,43.0,1.0
train,14729,6,53,8.833333333333334,,11.5,9,14,2,6.0,5,7,15.0,2.0
train,14729,10,64,6.4,,11.0,3,10,4,4.25,3,5,15.0,4.0
train,14729,8,68,8.5,,17.666666666666668,3,15,3,7.333333333333333,3,13,15.0,3.0
train,14729,2,51,25.5,,15.5,8,23,1,3.0,3,3,36.0,2.0
train,14729,17,113,6.647058823529412,,13.714285714285714,2,17,7,4.857142857142857,1,13,17.0,7.0
train,14729,5,81,16.2,,12.666666666666666,5,14,3,6.666666666666667,4,8,28.0,3.0
train,14729,20,148,7.4,,13.0,3,12,8,5.25,2,8,15.0,7.0
train,14729,3,80,26.666666666666668,,12.0,9,14,4,5.25,3,9,37.0,3.0
train,14729,18,182,10.11111111111111,,16.714285714285715,3,18,8,6.375,1,10,21.0,7.0
train,14729,5,198,39.6,,15.875,8,21,7,9.0,5,15,80.0,8.0
train,14729,4,34,8.5,,9.666666666666666,3,13,3,3.3333333333333335,2,6,16.0,3.0
train,14729,5,78,15.6,,11.0,3,17,7,4.571428571428571,1,9,26.0,6.0
train,14729,13,141,10.846153846153847,,13.0,3,12,2,5.0,5,5,32.0,2.0
train,14729,4,85,21.25,,13.0,3,16,3,5.333333333333333,1,10,37.0,3.0
train,14729,3,42,14.0,,9.5,9,10,2,4.5,4,5,15.0,2.0
train,14729,26,209,8.038461538461538,,13.75,3,14,8,4.5,1,11,26.0,8.0
train,14729,8,120,15.0,,10.0,3,13,6,4.333333333333333,2,9,27.0,7.0
train,14729,3,41,13.666666666666666,,11.666666666666666,3,15,2,6.0,1,11,17.0,3.0
train,14729,5,52,10.4,,11.666666666666666,8,14,2,6.0,3,9,14.0,3.0
train,14729,23,126,5.478260869565218,,13.714285714285714,3,18,10,4.1,1,8,18.0,7.0
train,14729,11,163,14.818181818181818,,13.0,6,15,8,6.5,1,10,56.0,7.0
train,14729,11,125,11.363636363636363,,19.2,3,26,5,6.8,1,25,26.0,5.0
train,14729,5,29,5.8,,10.0,3,12,2,3.5,2,5,9.0,2.0
train,14729,5,130,26.0,,18.0,11,28,4,12.0,6,24,52.0,4.0
train,14729,6,136,22.666666666666668,,13.166666666666666,11,16,3,7.0,5,9,56.0,6.0
train,14729,17,132,7.764705882352941,,13.333333333333334,3,12,3,6.0,5,7,18.0,3.0
train,14729,12,119,9.916666666666666,,13.6,3,21,5,4.6,3,9,24.0,5.0
train,14729,14,140,10.0,,15.375,3,12,11,4.363636363636363,1,7,28.0,8.0
train,14729,2,19,9.5,,9.0,9,9,1,5.0,5,5,14.0,1.0
train,14729,4,95,23.75,,14.0,3,26,6,7.833333333333333,1,21,65.0,6.0
train,14729,3,50,16.666666666666668,,14.5,10,19,1,5.0,5,5,30.0,2.0
train,14729,9,155,17.22222222222222,,19.0,3,30,7,6.428571428571429,1,12,32.0,7.0
train,14729,11,119,10.818181818181818,,11.25,3,15,4,4.0,1,7,37.0,4.0
train,14729,4,45,11.25,,13.5,6,13,2,6.5,6,7,18.0,2.0
train,14729,6,100,16.666666666666668,,13.142857142857142,6,21,11,3.1818181818181817,1,6,37.0,7.0
train,14729,39,427,10.948717948717949,,25.625,2,31,17,6.764705882352941,2,18,31.0,16.0
train,14729,22,188,8.545454545454545,,14.545454545454545,3,21,12,4.25,1,10,28.0,11.0
train,14729,9,139,15.444444444444445,,12.7,3,25,12,5.25,1,17,51.0,10.0
train,14729,10,358,35.8,,17.428571428571427,5,27,14,7.428571428571429,4,12,132.0,14.0
train,14729,1,19,19.0,,7.5,3,7,2,3.0,1,5,19.0,2.0
train,14729,4,197,49.25,,12.333333333333334,5,19,7,5.714285714285714,1,12,173.0,6.0
train,14729,9,194,21.555555555555557,,14.571428571428571,3,26,8,6.875,1,21,44.0,7.0
train,14729,8,98,12.25,,14.2,3,17,6,4.0,2,9,30.0,5.0
train,14729,19,181,9.526315789473685,,16.6,3,24,3,4.666666666666667,3,6,57.0,5.0
train,14729,9,101,11.222222222222221,,10.666666666666666,3,11,5,5.2,3,7,35.0,6.0
train,14729,3,57,19.0,,23.0,6,17,2,6.0,5,7,34.0,1.0
train,14729,4,48,12.0,,10.333333333333334,3,10,3,3.3333333333333335,2,5,22.0,3.0
train,14729,28,250,8.928571428571429,,16.75,4,18,10,6.2,1,12,33.0,12.0
train,14729,4,71,17.75,,9.8,3,12,6,3.8333333333333335,1,8,33.0,5.0
train,14729,2,46,23.0,,13.333333333333334,5,18,4,4.25,2,7,23.0,3.0
train,14729,17,127,7.470588235294118,,15.0,4,11,2,3.5,1,6,21.0,1.0
train,14729,1,40,40.0,,10.0,10,10,1,5.0,5,5,40.0,1.0
train,14729,2,18,9.0,,6.0,6,6,2,1.5,1,2,13.0,1.0
train,14729,3,32,10.666666666666666,,13.0,13,13,1,9.0,9,9,13.0,1.0
train,14729,8,60,7.5,,12.0,4,12,1,5.0,5,5,12.0,2.0
train,14729,2,34,17.0,,7.0,6,8,4,2.25,1,4,26.0,3.0
train,14729,6,90,15.0,,7.5,7,8,3,2.0,1,3,26.0,2.0
train,14729,17,175,10.294117647058824,,8.833333333333334,3,11,11,3.272727272727273,1,5,34.0,12.0
train,14729,3,92,30.666666666666668,,10.5,7,14,2,6.5,3,10,58.0,2.0
train,14729,10,69,6.9,,18.5,3,12,3,1.3333333333333333,1,2,12.0,2.0
train,14729,4,98,24.5,,27.666666666666668,3,36,2,5.5,5,6,39.0,3.0
train,14729,11,364,33.09090909090909,,34.8,3,49,13,15.461538461538462,1,39,78.0,10.0
train,14729,18,184,10.222222222222221,,11.625,3,18,8,6.25,1,13,32.0,8.0
train,14729,9,54,6.0,,12.0,3,9,6,3.1666666666666665,1,6,13.0,4.0
train,14729,2,28,14.0,,5.0,5,5,1,1.0,1,1,23.0,1.0
train,14729,7,44,6.285714285714286,,12.0,5,11,2,4.0,3,5,11.0,2.0
train,14729,5,110,22.0,,9.25,7,11,3,4.666666666666667,3,6,49.0,4.0
train,14729,9,60,6.666666666666667,,25.5,3,16,2,6.5,5,8,16.0,2.0
train,14729,6,65,10.833333333333334,,10.5,10,11,2,5.0,4,6,16.0,2.0
train,14729,31,218,7.032258064516129,,11.909090909090908,3,15,8,5.375,1,10,20.0,11.0
train,14729,8,112,14.0,,19.2,3,23,6,7.833333333333333,1,15,37.0,5.0
train,14729,16,155,9.6875,,12.8,3,15,4,5.0,1,11,26.0,5.0
train,14729,34,240,7.0588235294117645,,17.666666666666668,3,20,5,5.4,2,13,17.0,6.0
train,14729,4,49,12.25,,7.0,6,8,2,2.5,1,4,19.0,2.0
train,14729,7,180,25.714285714285715,,13.636363636363637,7,23,9,5.0,3,9,60.0,11.0
train,14729,9,59,6.555555555555555,,9.333333333333334,3,9,3,3.0,1,5,12.0,3.0
train,14729,2,28,14.0,,8.0,3,5,1,3.0,3,3,25.0,1.0
train,14729,13,230,17.692307692307693,,11.555555555555555,5,14,9,4.666666666666667,3,6,49.0,9.0
train,14729,18,103,5.722222222222222,,17.333333333333332,3,14,3,6.333333333333333,3,9,14.0,3.0
train,14729,24,191,7.958333333333333,,16.5,3,17,9,6.222222222222222,3,13,22.0,8.0
train,14729,34,231,6.794117647058823,,15.833333333333334,2,16,14,4.785714285714286,2,9,16.0,12.0
train,14729,21,178,8.476190476190476,,19.285714285714285,3,15,4,7.5,1,12,21.0,7.0
train,14729,4,142,35.5,,10.727272727272727,7,15,10,4.3,3,7,94.0,11.0
train,14729,5,235,47.0,,22.555555555555557,3,43,8,10.125,6,23,118.0,9.0
train,14729,3,89,29.666666666666668,,9.0,5,14,4,2.75,1,6,42.0,3.0
train,14729,11,87,7.909090909090909,,19.0,3,16,5,6.4,3,12,16.0,3.0
train,14729,6,139,23.166666666666668,,9.571428571428571,6,16,8,3.0,2,5,64.0,7.0
train,14729,3,22,7.333333333333333,,5.666666666666667,4,9,3,2.3333333333333335,1,5,11.0,3.0
train,14729,5,57,11.4,,14.25,2,22,6,4.666666666666667,1,17,27.0,4.0
train,14729,9,45,5.0,,8.5,3,9,2,4.0,3,5,9.0,2.0
train,14729,2,46,23.0,,12.5,5,13,2,3.5,3,4,32.0,2.0
train,14729,1,68,68.0,,12.333333333333334,10,16,5,3.6,1,7,68.0,3.0
train,14729,2,22,11.0,,8.0,8,8,1,2.0,2,2,14.0,1.0
train,14729,7,56,8.0,,14.0,3,12,3,5.0,4,7,17.0,2.0
train,14729,3,85,28.333333333333332,,9.8,6,14,7,4.285714285714286,1,10,40.0,5.0
train,14729,4,158,39.5,,15.666666666666666,11,24,4,6.75,3,12,89.0,3.0
train,14729,3,29,9.666666666666666,,10.0,10,10,2,5.5,5,6,10.0,2.0
train,14729,6,52,8.666666666666666,,13.666666666666666,3,15,3,7.333333333333333,4,10,25.0,3.0
train,14729,8,80,10.0,,16.25,3,16,4,4.25,1,9,17.0,4.0
train,14729,7,118,16.857142857142858,,9.5,8,11,3,3.3333333333333335,3,4,38.0,2.0
train,14729,13,100,7.6923076923076925,,8.0,3,9,5,3.2,1,5,19.0,5.0
train,14729,45,303,6.733333333333333,,15.875,3,14,9,5.555555555555555,1,12,17.0,8.0
train,14729,7,47,6.714285714285714,,11.75,5,12,5,2.8,1,6,11.0,4.0
train,14729,26,238,9.153846153846153,,15.0,3,28,9,4.777777777777778,1,10,28.0,9.0
train,14729,3,25,8.333333333333334,,6.0,6,6,2,1.0,1,1,11.0,1.0
train,14729,6,167,27.833333333333332,,9.375,3,14,8,4.625,2,10,77.0,8.0
train,14729,2,51,25.5,,14.666666666666666,12,16,3,8.333333333333334,5,12,28.0,3.0
train,14729,1,46,46.0,,9.666666666666666,7,13,3,5.333333333333333,2,9,46.0,3.0
train,14729,2,66,33.0,,13.666666666666666,13,14,3,9.333333333333334,8,10,53.0,3.0
train,14729,3,51,17.0,,12.666666666666666,7,20,4,4.25,1,8,32.0,3.0
train,14729,5,42,8.4,,11.0,5,6,1,3.0,3,3,13.0,1.0
train,14729,32,206,6.4375,,13.88888888888889,3,20,9,6.888888888888889,3,14,20.0,9.0
train,14729,5,32,6.4,,13.5,3,12,2,2.5,1,4,12.0,2.0
train,14729,10,55,5.5,,10.0,3,10,2,5.0,2,8,10.0,2.0
train,14729,42,361,8.595238095238095,,28.25,1,23,13,7.153846153846154,1,18,24.0,12.0
train,14729,10,222,22.2,,17.3,3,17,11,7.181818181818182,4,12,69.0,10.0
train,14729,4,122,30.5,,11.166666666666666,8,11,6,5.0,2,7,55.0,6.0
